ID,Dataset Name,Friendly Name,Data Type,Plottable,Has Schema,Category,Description
635,corva#drilling.petro.summary-1ft,drilling.petro.summary-1ft,time,No,No,Drilling,
874,corva#drilling.petro.summary-1ft.metadata,drilling.petro.summary-1ft.metadata,time,No,No,Drilling,
1499,corva#drilling.pipetally.upload,drilling.pipetally.upload,reference,No,No,Drilling,
3290,corva#drilling.timelog-aux.data,drilling.timelog-aux.data,time,No,No,Drilling,
1232,corva#drilling.timelog.data,drilling.timelog.data,time,No,No,Drilling,
1712,corva#drilling.topdrive.powercurve,drilling.topdrive.powercurve,reference,No,No,Drilling,
166,corva#drilling.wits.depth,drilling.wits.depth,depth,No,No,Drilling,
167,corva#drilling.wits.depth.metadata,drilling.wits.depth.metadata,time,No,No,Drilling,
1403,corva#drilling.wits.depth.summary-0.5ft,drilling.wits.depth.summary-0.5ft,depth,No,No,Drilling,
1404,corva#drilling.wits.depth.summary-0.5ft.tvd,drilling.wits.depth.summary-0.5ft.tvd,depth,No,No,Drilling,
169,corva#drilling.wits.depth.summary-10ft,drilling.wits.depth.summary-10ft,depth,No,No,Drilling,
680,corva#drilling.wits.depth.summary-10ft.tvd,drilling.wits.depth.summary-10ft.tvd,depth,No,No,Drilling,"Depth summary calculated by TVD value, instead of MD"
168,corva#drilling.wits.depth.summary-1ft,drilling.wits.depth.summary-1ft,depth,No,No,Drilling,
681,corva#drilling.wits.depth.summary-1ft.tvd,drilling.wits.depth.summary-1ft.tvd,depth,No,No,Drilling,"Depth summary calculated by TVD value, instead of MD"
3126,corva#drilling_mechanics_memory,drilling_mechanics_memory,time,Yes,No,Drilling,Drilling Mechanics Memory
3162,corva#drilling_program_automation,drilling_program_automation,reference,No,No,Drilling,
23,corva#drillout.activities,drillout.activities,time,No,No,Drillout,
76,corva#drillout.activities.summary-2tours,drillout.activities.summary-2tours,time,No,No,Drillout,
81,corva#drillout.activities.summary-continuous,drillout.activities.summary-continuous,time,No,No,Drillout,
47,corva#drillout.activity-groups,drillout.activity-groups,time,No,No,Drillout,
134,corva#drillout.circulation.volumetric,drillout.circulation.volumetric,time,No,No,Drillout,
127,corva#drillout.data.costs,drillout.data.costs,time,No,No,Drillout,
115,corva#drillout.data.crews,drillout.data.crews,time,No,No,Drillout,
105,corva#drillout.data.drillstring,drillout.data.drillstring,time,No,Yes,Drillout,
125,corva#drillout.data.files,drillout.data.files,time,No,No,Drillout,
106,corva#drillout.data.mud,drillout.data.mud,time,No,Yes,Drillout,
128,corva#drillout.data.npt-events,drillout.data.npt-events,time,No,No,Drillout,
126,corva#drillout.data.operation-summaries,drillout.data.operation-summaries,time,No,No,Drillout,
104,corva#drillout.data.surface-equipment,drillout.data.surface-equipment,time,No,Yes,Drillout,
135,corva#drillout.hydraulics.pressure-loss,drillout.hydraulics.pressure-loss,time,No,No,Drillout,
136,corva#drillout.hydraulics.pressure-trend,drillout.hydraulics.pressure-trend,time,No,No,Drillout,
139,corva#drillout.operations,drillout.operations,time,No,No,Drillout,
3,corva#drillout.parameter-sheet,drillout.parameter-sheet,time,No,No,Drillout,
141,corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,time,No,Yes,Drillout,
142,corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,time,No,Yes,Drillout,
176,corva#drillout.torque-and-drag.hookload-trend.actual,drillout.torque-and-drag.hookload-trend.actual,time,No,No,Drillout,
144,corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,time,No,Yes,Drillout,
143,corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,time,No,Yes,Drillout,
177,corva#drillout.torque-and-drag.torque-trend.actual,drillout.torque-and-drag.torque-trend.actual,time,No,No,Drillout,
129,corva#drillout.wits,drillout.wits,time,No,No,WITS (Other Phases),
1767,corva#drillout.wits.metadata,drillout.wits.metadata,time,No,No,WITS (Other Phases),Drillout wits metadata
130,corva#drillout.wits.raw,drillout.wits.raw,time,No,No,WITS (Other Phases),
131,corva#drillout.wits.summary-1m,drillout.wits.summary-1m,time,No,No,WITS (Other Phases),
1216,corva#drillout.wits.summary-1m.metadata,drillout.wits.summary-1m.metadata,time,No,No,WITS (Other Phases),
132,corva#drillout.wits.summary-30m,drillout.wits.summary-30m,time,No,No,WITS (Other Phases),
1218,corva#drillout.wits.summary-30m.metadata,drillout.wits.summary-30m.metadata,time,No,No,WITS (Other Phases),
133,corva#drillout.wits.summary-6h,drillout.wits.summary-6h,time,No,Yes,WITS (Other Phases),
1217,corva#drillout.wits.summary-6h.metadata,drillout.wits.summary-6h.metadata,time,No,No,WITS (Other Phases),
3282,corva#dysfunction.settings,dysfunction.settings,reference,No,No,Other,Dysfunction Detection Setting Overrides
3273,corva#dysfunctions,dysfunctions,time,No,No,Other,Corva Detected Dysfunctions
2976,corva#dysfunctions.auto-driller,dysfunctions.auto-driller,time,Yes,No,Other,
2997,corva#ecm_output,ecm_output,reference,No,No,Other,
1493,corva#fleet.metrics,fleet.metrics,reference,No,No,Other,
157,corva#formation-evaluation.data,formation-evaluation.data,time,No,No,Formation Evaluation,
158,corva#formation-evaluation.metadata,formation-evaluation.metadata,time,No,Yes,Formation Evaluation,
434,corva#frac.abra.offset-monitoring,frac.abra.offset-monitoring,time,No,No,Frac Third-Party,
438,corva#frac.nextier.dgb,frac.nextier.dgb,time,No,No,Frac Third-Party,
505,corva#frac.slb.valvecommander,frac.slb.valvecommander,time,No,No,Frac Third-Party,Stores historical operational data for SLB's Valve Commander app.
454,corva#frac.tallyrestream.fracstream.data,frac.tallyrestream.fracstream.data,time,No,No,Frac Third-Party,
633,corva#frac.tallyrestream.fracstream.data.test,frac.tallyrestream.fracstream.data.test,time,No,No,Frac Third-Party,
456,corva#frac.tallyrestream.fracstream.fields,frac.tallyrestream.fracstream.fields,reference,No,No,Frac Third-Party,
2989,corva#fracvision-recommendations-test,fracvision-recommendations-test,time,No,No,Frac Third-Party,
885,corva#fusion-test,fusion-test,time,No,No,Other,
3037,corva#fv_auto_manual_stages,fv_auto_manual_stages,reference,No,No,Other,
3163,corva#geo-prog,geo-prog,reference,No,No,Other,
12,corva#geosteering.data.interpretation,geosteering.data.interpretation,time,No,No,Geosteering,
421,corva#geosteering.data.interpretation.metadata,geosteering.data.interpretation.metadata,time,No,No,Geosteering,
3362,corva#geosteering.horizons.data,geosteering.horizons.data,time,No,No,Geosteering,
3363,corva#geosteering.segments.data,geosteering.segments.data,time,No,No,Geosteering,
3364,corva#geosteering.segments.metadata,geosteering.segments.metadata,time,No,No,Geosteering,
3009,corva#geosteering.typewell.data,geosteering.typewell.data,time,No,No,Geosteering,
3010,corva#geosteering.typewell.metadata,geosteering.typewell.metadata,time,No,No,Geosteering,
2938,corva#grids.data,grids.data,reference,No,No,Other,
2939,corva#grids.metadata,grids.metadata,reference,No,No,Other,
279,corva#handover-asset-metadata,handover-asset-metadata,time,No,No,Handover / Mission Control,"Used to keep track of the assets in and out of the 'cue' created by the handover-automation application. The asset metadata will store team mapping information, what's being watched, etc..."
280,corva#handover-notes,handover-notes,time,No,No,Handover / Mission Control,"Notes and comments left by the analysts in the handover-automation application. There are four levels of notes, namely company, program, rig, asset."
281,corva#handover-records,handover-records,time,No,No,Handover / Mission Control,"The main dataset of the handover-automation application. Houses the tabular-level records for each asset (rig) of the table. It's primarily a collection of data from various collections, brought into one single record, enriched by some buisiness logic."
378,corva#handover-rig-metadata,handover-rig-metadata,reference,No,No,Handover / Mission Control,
283,corva#handover-snapshot,handover-snapshot,time,No,No,Handover / Mission Control,An hourly store of the state of the handover-automation application. Used for internal analytics and tracking purposes.
284,corva#handover-teams,handover-teams,reference,No,No,Handover / Mission Control,The team mapping used for operation-based dev center applications.
464,corva#handover_automation_logs,handover_automation_logs,time,No,No,Handover / Mission Control,Used to store random logging/debugging.
1322,corva#historical-import-app.metadata,historical-import-app.metadata,time,No,No,Other,
1323,corva#historical-import.errors,historical-import.errors,time,No,No,Other,
1637,corva#hlpwob,hlpwob,time,No,No,Other,
1913,corva#hookload-plus-wob-so,hookload-plus-wob-so,time,No,No,Other,
56,corva#hydraulics.cuttings-transport,hydraulics.cuttings-transport,time,No,Yes,Hydraulics,
43,corva#hydraulics.overview,hydraulics.overview,time,No,Yes,Hydraulics,
80,corva#hydraulics.pressure-loss,hydraulics.pressure-loss,time,No,Yes,Hydraulics,
57,corva#hydraulics.pressure-trend,hydraulics.pressure-trend,time,No,Yes,Hydraulics,
94,corva#hydraulics.surge-and-swab,hydraulics.surge-and-swab,time,No,Yes,Hydraulics,
1738,corva#ids_drillpipes,ids_drillpipes,reference,No,No,Other,
2973,corva#insights-reports,insights-reports,reference,No,No,Other,
3302,corva#integrations.ext-int-tracking,integrations.ext-int-tracking,reference,No,No,Other,dataset to track external integration pipeline runs
3412,corva#intervention.openwells.active-wells,intervention.openwells.active-wells,reference,No,No,Other,
3089,corva#interventions.activities,interventions.activities,time,No,No,Interventions (Workover),
3101,corva#interventions.activity-groups,interventions.activity-groups,time,No,No,Interventions (Workover),
3233,corva#interventions.circulation.volumetric,interventions.circulation.volumetric,time,No,No,Interventions (Workover),
3234,corva#interventions.data.drillstring,interventions.data.drillstring,time,No,No,Interventions (Workover),
3235,corva#interventions.data.mud,interventions.data.mud,time,No,No,Interventions (Workover),
3093,corva#interventions.data.npt-events,interventions.data.npt-events,reference,No,No,Interventions (Workover),
3221,corva#interventions.data.surface-equipment,interventions.data.surface-equipment,time,No,No,Interventions (Workover),
3236,corva#interventions.drilling-efficiency.mse,interventions.drilling-efficiency.mse,time,No,No,Interventions (Workover),
3237,corva#interventions.drilling-efficiency.mse-heatmap,interventions.drilling-efficiency.mse-heatmap,time,No,No,Interventions (Workover),
3238,corva#interventions.drilling-efficiency.optimization,interventions.drilling-efficiency.optimization,time,No,No,Interventions (Workover),
3239,corva#interventions.drilling-efficiency.rop-heatmap,interventions.drilling-efficiency.rop-heatmap,time,No,No,Interventions (Workover),
3240,corva#interventions.hydraulics.cuttings-transport,interventions.hydraulics.cuttings-transport,time,No,No,Interventions (Workover),
3241,corva#interventions.hydraulics.overview,interventions.hydraulics.overview,time,No,No,Interventions (Workover),
3242,corva#interventions.hydraulics.pressure-loss,interventions.hydraulics.pressure-loss,time,No,No,Interventions (Workover),
3243,corva#interventions.hydraulics.pressure-trend,interventions.hydraulics.pressure-trend,time,No,No,Interventions (Workover),
3244,corva#interventions.hydraulics.surge-and-swab,interventions.hydraulics.surge-and-swab,time,No,No,Interventions (Workover),
3283,corva#interventions.metrics,interventions.metrics,time,No,No,Interventions (Workover),
3414,corva#interventions.next-well-info,interventions.next-well-info,reference,No,No,Interventions (Workover),
3102,corva#interventions.operations,interventions.operations,time,No,No,Interventions (Workover),
3245,corva#interventions.pdm.operating-condition,interventions.pdm.operating-condition,time,No,No,Interventions (Workover),
3246,corva#interventions.pdm.overview,interventions.pdm.overview,time,No,No,Interventions (Workover),
3424,corva#interventions.surface-equipment-templates,interventions.surface-equipment-templates,reference,No,No,Interventions (Workover),
3090,corva#interventions.timelog-reference.data,interventions.timelog-reference.data,reference,No,No,Interventions (Workover),
3091,corva#interventions.timelog.data,interventions.timelog.data,reference,No,No,Interventions (Workover),
3057,corva#interventions.timelog.data.summary,interventions.timelog.data.summary,time,No,No,Interventions (Workover),
3247,corva#interventions.torque-and-drag.axial-load,interventions.torque-and-drag.axial-load,time,No,No,Interventions (Workover),
3248,corva#interventions.torque-and-drag.downhole-transfer,interventions.torque-and-drag.downhole-transfer,time,No,No,Interventions (Workover),
3249,corva#interventions.torque-and-drag.friction-factor,interventions.torque-and-drag.friction-factor,time,No,No,Interventions (Workover),
3250,corva#interventions.torque-and-drag.hookload-trend,interventions.torque-and-drag.hookload-trend,time,No,No,Interventions (Workover),
3251,corva#interventions.torque-and-drag.hookload-trend.actual,interventions.torque-and-drag.hookload-trend.actual,time,No,No,Interventions (Workover),
3252,corva#interventions.torque-and-drag.overview,interventions.torque-and-drag.overview,time,No,No,Interventions (Workover),
3253,corva#interventions.torque-and-drag.predictions,interventions.torque-and-drag.predictions,time,No,No,Interventions (Workover),
3254,corva#interventions.torque-and-drag.stress,interventions.torque-and-drag.stress,time,No,No,Interventions (Workover),
3255,corva#interventions.torque-and-drag.torque,interventions.torque-and-drag.torque,time,No,No,Interventions (Workover),
3256,corva#interventions.torque-and-drag.torque-trend,interventions.torque-and-drag.torque-trend,time,No,No,Interventions (Workover),
3257,corva#interventions.torque-and-drag.torque-trend.actual,interventions.torque-and-drag.torque-trend.actual,time,No,No,Interventions (Workover),
3082,corva#interventions.well-plan.data,interventions.well-plan.data,reference,No,No,Interventions (Workover),
3083,corva#interventions.well_search_results,interventions.well_search_results,reference,No,No,Interventions (Workover),
3058,corva#interventions.wits,interventions.wits,time,No,No,WITS (Other Phases),
3059,corva#interventions.wits.comments,interventions.wits.comments,time,No,No,WITS (Other Phases),
3060,corva#interventions.wits.metadata,interventions.wits.metadata,time,No,No,WITS (Other Phases),
3061,corva#interventions.wits.summary-1ft,interventions.wits.summary-1ft,time,No,No,WITS (Other Phases),
3062,corva#interventions.wits.summary-1ft.metadata,interventions.wits.summary-1ft.metadata,time,No,No,WITS (Other Phases),
3063,corva#interventions.wits.summary-1m,interventions.wits.summary-1m,time,No,No,WITS (Other Phases),
3064,corva#interventions.wits.summary-1m.metadata,interventions.wits.summary-1m.metadata,time,No,No,WITS (Other Phases),
3065,corva#interventions.wits.summary-30m,interventions.wits.summary-30m,time,No,No,WITS (Other Phases),
3066,corva#interventions.wits.summary-30m.metadata,interventions.wits.summary-30m.metadata,time,No,No,WITS (Other Phases),
3067,corva#interventions.wits.summary-6h,interventions.wits.summary-6h,time,No,No,WITS (Other Phases),
3068,corva#interventions.wits.summary-6h.metadata,interventions.wits.summary-6h.metadata,time,No,No,WITS (Other Phases),
162,corva#kick-detection,kick-detection,time,No,Yes,Other,
1774,corva#launchpad_asset_depth_traces,launchpad_asset_depth_traces,reference,No,No,Launchpad / Connectivity,
1928,corva#launchpad_autoconnect_configs,launchpad_autoconnect_configs,reference,No,No,Launchpad / Connectivity,
1775,corva#launchpad_credentials_health_tracking,launchpad_credentials_health_tracking,reference,No,No,Launchpad / Connectivity,
1922,corva#launchpad_external_notifications,launchpad_external_notifications,reference,No,No,Launchpad / Connectivity,
1891,corva#launchpad_notifications,launchpad_notifications,reference,No,No,Launchpad / Connectivity,
1743,corva#launchpad_tasks,launchpad_tasks,reference,No,No,Launchpad / Connectivity,
1741,corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,reference,No,Yes,Launchpad / Connectivity,
1744,corva#launchpad_witsml_wellbores,launchpad_witsml_wellbores,reference,No,No,Launchpad / Connectivity,
1810,corva#launchpad_witsml_wellbores_cache,launchpad_witsml_wellbores_cache,reference,No,No,Launchpad / Connectivity,
151,corva#machine-learning.rop,machine-learning.rop,time,No,Yes,Predictive Drilling / ML,
1796,corva#mcd.predictive_drilling_check_results,mcd.predictive_drilling_check_results,reference,No,No,Other,
95,corva#metrics,metrics,time,No,Yes,Metrics / KPIs,
3268,corva#metrics-improvements,metrics-improvements,reference,No,No,Metrics / KPIs,Records of manual improvements into metrics KPI performance
3199,corva#metrics-interventions,metrics-interventions,reference,No,No,Metrics / KPIs,Records of manual interventions into metrics KPI performance
3022,corva#metrics.definitions,metrics.definitions,reference,No,No,Metrics / KPIs,Custom metrics definitions
1916,corva#metrics.edit,metrics.edit,time,No,No,Metrics / KPIs,
804,corva#metrics.global,metrics.global,reference,No,No,Metrics / KPIs,
9,corva#metrics.rop-1d,metrics.rop-1d,time,No,No,Metrics / KPIs,
8,corva#metrics.rop-1h,metrics.rop-1h,time,No,No,Metrics / KPIs,
243,corva#mgb-fuel,mgb-fuel,time,No,No,Other,MGB Fuel & Emission Data
1734,corva#microdls_be,microdls_be,time,No,No,Other,
1578,corva#milling-console-real-time,milling-console-real-time,time,No,Yes,Other,
1576,corva#milling-console-sections,milling-console-sections,time,No,No,Other,"Once a casing shoe has been milled out, a retrospective record is created showing an aggregation of the data received within this interval of time"
1440,corva#ml-data-export-queue,ml-data-export-queue,reference,No,No,Other,
1812,corva#mock-idas-drm-payload,mock-idas-drm-payload,reference,No,No,Other,Stores mock payload responses from the Exxon API
1548,corva#motor-yield-comparison,motor-yield-comparison,reference,No,No,Other,
1,corva#mse.offsets,mse.offsets,time,No,No,Other,
1545,corva#mud.inventory.codes,mud.inventory.codes,reference,No,No,Other,
1612,corva#mud.inventory.default_codes,mud.inventory.default_codes,reference,No,No,Other,
1031,corva#mycelx.realtime,mycelx.realtime,time,No,No,Other,
2998,corva#nabors_dailyservice_ext,nabors_dailyservice_ext,reference,No,No,Nabors Integration,
3278,corva#nabors_ei_logs,nabors_ei_logs,reference,No,No,Nabors Integration,
3259,corva#nabors_nav_active_well_config,nabors_nav_active_well_config,reference,No,No,Nabors Integration,
3260,corva#nabors_nav_calculation_option,nabors_nav_calculation_option,reference,No,No,Nabors Integration,
3261,corva#nabors_nav_drilldown_parameter,nabors_nav_drilldown_parameter,time,No,No,Nabors Integration,
3262,corva#nabors_nav_mo_settings,nabors_nav_mo_settings,reference,No,No,Nabors Integration,
3376,corva#nabors_nav_target_slide_rop,nabors_nav_target_slide_rop,reference,No,No,Nabors Integration,
3000,corva#nabors_operation_ext,nabors_operation_ext,reference,No,No,Nabors Integration,
3001,corva#nabors_report_ext,nabors_report_ext,reference,No,No,Nabors Integration,
3314,corva#nabors_smartplan_actuals,nabors_smartplan_actuals,time,No,No,Nabors Integration,
3002,corva#nabors_time_ext,nabors_time_ext,reference,No,No,Nabors Integration,
3003,corva#nabors_tour_ext,nabors_tour_ext,reference,No,No,Nabors Integration,
3004,corva#nabors_toursheetdata_ext,nabors_toursheetdata_ext,reference,No,No,Nabors Integration,
3005,corva#nabors_well_by_id,nabors_well_by_id,reference,No,No,Nabors Integration,
3006,corva#nabors_work_ext,nabors_work_ext,reference,No,No,Nabors Integration,
3075,corva#offset-drilling-troubles,offset-drilling-troubles,reference,No,No,Other,
98,corva#operations,operations,time,No,Yes,Activities / Operations,"Description of rig operations in 20 sec intervals. Data: shift, well section, hole size, operation (tripping out/in, Slip To*, Weight to Weight, etc.)"
50,corva#operations.summary-1m,operations.summary-1m,time,No,No,Activities / Operations,
51,corva#operations.summary-1w,operations.summary-1w,time,No,No,Activities / Operations,
52,corva#operations.summary-2tours,operations.summary-2tours,time,No,No,Activities / Operations,
49,corva#operations.summary-3m,operations.summary-3m,time,No,No,Activities / Operations,
53,corva#operations.summary-continuous,operations.summary-continuous,time,No,No,Activities / Operations,
1411,corva#ops_documents,ops_documents,time,No,No,Other,
1624,corva#pad.metrics,pad.metrics,reference,No,No,Other,
460,corva#pad_schedule,pad_schedule,time,No,No,Other,
1707,corva#pae-custom-traces,pae-custom-traces,time,Yes,No,Other,
59,corva#pdm.operating-condition,pdm.operating-condition,time,No,Yes,PDM / Motor,
55,corva#pdm.overview,pdm.overview,time,No,Yes,PDM / Motor,
58,corva#pdm.stall-detection,pdm.stall-detection,time,No,Yes,PDM / Motor,
291,corva#peloton-integration,peloton-integration,time,No,No,Other,Used to store the data capture and any relevant application state from the peloton application
293,corva#peloton-tokens,peloton-tokens,reference,No,No,Other,used to store refresh token for authenticating peloton integration.
2935,corva#planilla-test-dataset,planilla-test-dataset,time,No,No,Other,
1797,corva#predictive-alerts.stuck-pipe,predictive-alerts.stuck-pipe,time,Yes,No,Alerts,
3263,corva#predictive-alerts.stuck-pipe-config,predictive-alerts.stuck-pipe-config,time,No,No,Alerts,
3317,corva#predictive-alerts.stuck-pipe-groups,predictive-alerts.stuck-pipe-groups,reference,No,No,Alerts,
2947,corva#predictive-alerts.stuck-pipe-v1,predictive-alerts.stuck-pipe-v1,time,Yes,No,Alerts,Collection for stuck pipe bench model 1
2948,corva#predictive-alerts.stuck-pipe-v2,predictive-alerts.stuck-pipe-v2,time,Yes,No,Alerts,Collection for stuck pipe bench model 2
1361,corva#predictive-drilling.aggregation,predictive-drilling.aggregation,time,No,No,Predictive Drilling / ML,
91,corva#procedural-compliance,procedural-compliance,time,No,Yes,Other,
1587,corva#procedural-compliance-comstock,procedural-compliance-comstock,time,No,No,Other,
1246,corva#production.casing,production.casing,reference,No,No,Production (Enverus),Enverus casing data
1331,corva#production.clusters,production.clusters,reference,No,No,Production (Enverus),Enverus data
1250,corva#production.completion.headers,production.completion.headers,reference,No,No,Production (Enverus),Enverus Completion Headers Data Objects
1077,corva#production.cumulative,production.cumulative,reference,No,No,Production (Enverus),Enverus data storage
1407,corva#production.cumulative.metadata,production.cumulative.metadata,reference,No,No,Production (Enverus),asset_id grouping for production.cumulative
1332,corva#production.fleet.history,production.fleet.history,reference,No,No,Production (Enverus),Enverus data
1254,corva#production.formations,production.formations,reference,No,No,Production (Enverus),Enverus Formation Top Data Objects
1335,corva#production.frac.design,production.frac.design,reference,No,No,Production (Enverus),Enverus data
1251,corva#production.headers,production.headers,reference,No,No,Production (Enverus),Enverus Producing Entity Header data
1255,corva#production.injections,production.injections,reference,No,No,Production (Enverus),Enverus details for a Injection Data
1162,corva#production.monthly,production.monthly,reference,No,No,Production (Enverus),Enverus monthly dataset
1334,corva#production.oil.analysis,production.oil.analysis,reference,No,No,Production (Enverus),Enverus data
1281,corva#production.permits,production.permits,reference,No,No,Production (Enverus),Envrus list of Permit Data Objects
1336,corva#production.revenue,production.revenue,reference,No,No,Production (Enverus),Enverus Data
1308,corva#production.rig.history,production.rig.history,reference,No,No,Production (Enverus),Enverus list of Rigs through time Objects
1304,corva#production.shows,production.shows,reference,No,No,Production (Enverus),Enverus list of Show Data Objects
1307,corva#production.spacing,production.spacing,reference,No,No,Production (Enverus),Enverus list of Full Spacings Data Objects
1329,corva#production.stages,production.stages,reference,No,No,Production (Enverus),Enverus data
1716,corva#production.summary,production.summary,time,No,No,Production (Enverus),
1709,corva#production.summary.welldatabase,production.summary.welldatabase,time,No,No,Production (Enverus),
1305,corva#production.tubing,production.tubing,reference,No,No,Production (Enverus),Enverus list of Tubing Data Objects
1280,corva#production.units,production.units,reference,No,No,Production (Enverus),Enverus Landtrac Units data
1333,corva#production.water.analysis,production.water.analysis,reference,No,No,Production (Enverus),Enverus data
1306,corva#production.well.header,production.well.header,reference,No,No,Production (Enverus),Enverus list of Well Headers Data Objects
851,corva#production.wits,production.wits,time,No,Yes,Production (Enverus),Wits data from external APIs
1284,corva#production.xref,production.xref,reference,No,No,Production (Enverus),Enverus Producing Entity Xref data
419,corva#pumpdown.activity.summary-stage,pumpdown.activity.summary-stage,time,No,No,Pumpdown,Contains a summarized times for all activities on each individual pumpdown stage.
1485,corva#pumpdown.predictions,pumpdown.predictions,time,No,No,Pumpdown,
418,corva#pumpdown.wits,pumpdown.wits,time,Yes,Yes,WITS (Other Phases),Historical and streaming 1 second wits data after passing through data quality checks and true vertical depth functions.
420,corva#pumpdown.wits.summary-10s,pumpdown.wits.summary-10s,time,Yes,No,WITS (Other Phases),Historical and streaming 1 second wits data summariezed for every 10 seconds after passing through data quality checks and true vertical depth functions.
1659,corva#pumpdown.wits.summary-1m,pumpdown.wits.summary-1m,time,No,No,WITS (Other Phases),
1660,corva#pumpdown.wits.summary-30s,pumpdown.wits.summary-30s,time,No,No,WITS (Other Phases),
1444,corva#python-alerts,python-alerts,reference,No,No,Alerts,
3054,corva#python-alerts-response,python-alerts-response,time,No,No,Alerts,
1562,corva#python-alerts-results,python-alerts-results,time,No,No,Alerts,This collection stores the results of python alerts contexts that were triggered
812,corva#restricted-operations,restricted-operations,time,No,No,Other,Restricted Operations records
3190,corva#rigcast,rigcast,time,No,No,Other,Dataset for storing real time video streaming
205,corva#rotary-automation,rotary-automation,time,Yes,No,Predictive Drilling / ML,
2958,corva#rotary-automation.company-settings,rotary-automation.company-settings,reference,No,No,Predictive Drilling / ML,
2959,corva#rotary-automation.limits,rotary-automation.limits,time,No,No,Predictive Drilling / ML,
3179,corva#rotary-automation.limits-changelog,rotary-automation.limits-changelog,time,No,No,Predictive Drilling / ML,Limit changelogs for the Predictive Drilling application
1320,corva#rotary-automation.settings.log,rotary-automation.settings.log,time,No,No,Predictive Drilling / ML,
946,corva#rss-analytics.downlinks,rss-analytics.downlinks,time,No,No,Other,Collection to hold downlinks detected when running RSS.
2985,corva#rss-steer-mode-changes.depth,rss-steer-mode-changes.depth,time,No,No,Other,Stores changes about RSS steer modes
1527,corva#run_plan_output,run_plan_output,time,No,No,Other,Used as an output store for the Run Plan Generator task app
589,corva#simops.configurations,simops.configurations,time,No,No,Other,
3232,corva#smart-analytics,smart-analytics,time,No,No,Other,smart plan analytics
3018,corva#smart-stage-notifications,smart-stage-notifications,reference,No,No,Other,
1920,corva#smart-stream-notifications,smart-stream-notifications,time,No,No,Other,"Notifications on channel anomalies, adds, drops, etc...detected via the Smart Stream application."
204,corva#stand_length,stand_length,time,No,No,Other,
1241,corva#stream-quality-custom-settings,stream-quality-custom-settings,reference,No,No,Stream Quality,
1242,corva#stream-quality-defaults,stream-quality-defaults,reference,No,No,Stream Quality,
1501,corva#stream-quality-delays.time-series,stream-quality-delays.time-series,timeseries,No,No,Stream Quality,Stores delay values for rule 7 of Stream Quality app
1243,corva#stream-quality-results,stream-quality-results,reference,No,No,Stream Quality,
1419,corva#stream-quality-scores,stream-quality-scores,time,No,No,Stream Quality,Latest Stream Quality score for the well
1420,corva#stream-quality-scores-history,stream-quality-scores-history,time,No,No,Stream Quality,Stream Quality score history for the well
1244,corva#stream-quality-settings-history,stream-quality-settings-history,reference,No,No,Stream Quality,
518,corva#streambox-fleet-mapping,streambox-fleet-mapping,reference,No,No,Other,Used to store relationships between streambox object and fleet object
517,corva#streamboxes,streamboxes,reference,No,No,Other,Used to track available streamboxes for the activity tracker application
3129,corva#survey_manager.settings,survey_manager.settings,time,No,No,Other,Used to store settings and configurations for the survey management system
719,corva#sustainability.metrics.comparison,sustainability.metrics.comparison,time,No,No,Sustainability / ESG,
1598,corva#sustainability.metrics.components,sustainability.metrics.components,time,No,No,Sustainability / ESG,
1597,corva#sustainability.metrics.mapping,sustainability.metrics.mapping,time,No,No,Sustainability / ESG,
605,corva#sustainability.processed,sustainability.processed,time,No,No,Sustainability / ESG,
626,corva#sustainability.real-time.data,sustainability.real-time.data,time,No,No,Sustainability / ESG,This dataset includes real-time sustainability data.
1029,corva#sustainability.water_quality_lab_data,sustainability.water_quality_lab_data,reference,No,No,Sustainability / ESG,
1035,corva#sustainability.water_quality_real_time_data,sustainability.water_quality_real_time_data,time,No,No,Sustainability / ESG,Real time Data from StreamX app that is pulling data from Azure SQL DB using ODBC connection and whitelisted IP
1258,corva#sustainability.water_quality_real_time_rates,sustainability.water_quality_real_time_rates,time,No,No,Sustainability / ESG,stores hourly flow rate and chemical dosage kpis calculated from streamx_db.aris
1090,corva#sustainability.water_quality_real_time_summary_1h,sustainability.water_quality_real_time_summary_1h,time,No,No,Sustainability / ESG,1 hour data aggregations of sustainability.water_quality_real_time_data
1091,corva#sustainability.water_quality_real_time_summary_24h,sustainability.water_quality_real_time_summary_24h,time,No,No,Sustainability / ESG,24 hour data aggregations of sustainability.water_quality_real_time_data
25,corva#tasks.survey-minimum-curvature,tasks.survey-minimum-curvature,time,No,No,Other,
24,corva#tasks.survey-parser,tasks.survey-parser,time,No,No,Other,
165,corva#temporary-state,temporary-state,time,No,No,Other,
2950,corva#test.fleet.metrics.temp,test.fleet.metrics.temp,reference,No,No,Other,
1627,corva#test_dataset,test_dataset,time,No,No,Other,
3322,corva#testseven,testseven,time,No,No,Other,
3118,corva#time-cost-variance.log,time-cost-variance.log,time,No,No,Other,
186,corva#timelog.activity-codes,timelog.activity-codes,time,No,No,Time Log,
