equiv_bha_key,num_runs,curve_type,formation_name,formation_segment,formation_bin_key,p10,p50,p90,contributing_runs,confident
6B-13mm | 7/8-lo,13,rotary,Olmos,80,Olmos|80,138.5,144.2,206.6,2,False
6B-13mm | 7/8-lo,13,rotary,Olmos,90,Olmos|90,124.1,143.8,206.6,4,True
6B-13mm | 7/8-lo,13,rotary,Hazard,0,Hazard|0,120.0,120.0,206.6,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,10,Hazard|10,120.0,120.0,285.0,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,20,Hazard|20,225.0,225.0,285.0,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,30,Hazard|30,225.0,225.0,272.9,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,40,Hazard|40,257.1,257.1,272.9,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,50,Hazard|50,211.8,276.9,295.4,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,60,Hazard|60,211.6,300.0,300.0,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,70,Hazard|70,211.6,300.0,300.0,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,80,Hazard|80,211.6,300.0,327.3,3,True
6B-13mm | 7/8-lo,13,rotary,Hazard,90,Hazard|90,207.0,276.9,327.3,4,True
6B-13mm | 7/8-lo,13,rotary,San Miguel,0,San Miguel|0,203.1,276.9,300.0,3,True
6B-13mm | 7/8-lo,13,rotary,San Miguel,10,San Miguel|10,180.0,276.9,276.9,3,True
6B-13mm | 7/8-lo,13,rotary,San Miguel,20,San Miguel|20,178.9,240.0,240.0,3,True
6B-13mm | 7/8-lo,13,rotary,San Miguel,30,San Miguel|30,178.9,225.0,231.0,3,True
6B-13mm | 7/8-lo,13,rotary,San Miguel,40,San Miguel|40,211.8,225.0,231.0,2,False
6B-13mm | 7/8-lo,13,rotary,San Miguel,50,San Miguel|50,276.9,276.9,276.9,2,False
6B-13mm | 7/8-lo,13,rotary,San Miguel,60,San Miguel|60,276.9,276.9,276.9,2,False
6B-13mm | 7/8-lo,13,rotary,San Miguel,70,San Miguel|70,211.8,211.8,211.8,2,False
6B-13mm | 7/8-lo,13,rotary,San Miguel,80,San Miguel|80,200.0,200.0,200.0,2,False
6B-13mm | 7/8-lo,13,rotary,San Miguel,90,San Miguel|90,180.0,180.0,180.0,2,False
6B-13mm | 7/8-lo,13,rotary,Austin Chalk,50,Austin Chalk|50,180.0,180.0,180.0,1,False
6B-13mm | 7/8-lo,13,rotary,Austin Chalk,60,Austin Chalk|60,180.0,180.0,180.0,1,False
6B-13mm | 7/8-lo,13,rotary,Austin Chalk,70,Austin Chalk|70,180.0,180.0,180.0,1,False
6B-13mm | 7/8-lo,13,rotary,Anacacho,0,Anacacho|0,171.4,171.4,171.4,1,False
6B-13mm | 7/8-lo,13,rotary,Anacacho,10,Anacacho|10,171.4,171.4,171.4,1,False
6B-13mm | 7/8-lo,13,rotary,Anacacho,20,Anacacho|20,180.0,180.0,180.0,1,False
6B-13mm | 7/8-lo,13,rotary,Anacacho,30,Anacacho|30,200.0,200.0,200.0,1,False
6B-13mm | 7/8-lo,13,rotary,Anacacho,40,Anacacho|40,200.0,200.0,200.0,1,False
6B-13mm | 7/8-lo,13,rotary,Anacacho,50,Anacacho|50,189.5,200.0,200.0,1,False
6B-13mm | 7/8-lo,13,rotary,Anacacho,60,Anacacho|60,146.6,189.5,189.5,3,True
6B-13mm | 7/8-lo,13,rotary,Anacacho,70,Anacacho|70,146.6,200.0,300.0,2,False
6B-13mm | 7/8-lo,13,rotary,Eagle Ford,90,Eagle Ford|90,172.3,175.7,179.1,1,False
6B-13mm | 7/8-lo,13,rotary,Buda,0,Buda|0,300.0,300.0,300.0,2,False
6B-13mm | 7/8-lo,13,rotary,Buda,10,Buda|10,182.8,257.1,360.0,2,False
6B-13mm | 7/8-lo,13,rotary,Buda,20,Buda|20,300.0,360.0,360.0,5,True
6B-13mm | 7/8-lo,13,rotary,Buda,30,Buda|30,270.0,360.0,380.0,6,True
6B-13mm | 7/8-lo,13,rotary,Buda,40,Buda|40,270.0,360.0,380.0,6,True
6B-13mm | 7/8-lo,13,rotary,Buda,50,Buda|50,210.8,257.1,307.1,5,True
6B-13mm | 7/8-lo,13,rotary,Buda,60,Buda|60,210.8,257.1,307.1,5,True
6B-13mm | 7/8-lo,13,rotary,Buda,70,Buda|70,283.8,330.0,360.0,4,True
6B-13mm | 7/8-lo,13,rotary,Buda,80,Buda|80,283.8,330.0,360.0,3,True
6B-13mm | 7/8-lo,13,rotary,Buda,90,Buda|90,275.4,318.4,343.4,5,True
6B-13mm | 7/8-lo,13,slide,Wilcox,0,Wilcox|0,59.0,78.2,78.2,3,True
6B-13mm | 7/8-lo,13,slide,Wilcox,10,Wilcox|10,58.3,73.5,73.5,3,True
6B-13mm | 7/8-lo,13,slide,Wilcox,20,Wilcox|20,56.2,56.2,73.5,1,False
6B-13mm | 7/8-lo,13,slide,Wilcox,30,Wilcox|30,40.7,50.8,56.2,2,False
6B-13mm | 7/8-lo,13,slide,Wilcox,40,Wilcox|40,40.7,42.3,43.2,3,True
6B-13mm | 7/8-lo,13,slide,Wilcox,50,Wilcox|50,41.4,42.3,43.2,2,False
6B-13mm | 7/8-lo,13,slide,Wilcox,60,Wilcox|60,50.7,68.6,69.1,3,True
6B-13mm | 7/8-lo,13,slide,Wilcox,70,Wilcox|70,50.7,68.6,69.1,2,False
6B-13mm | 7/8-lo,13,slide,Wilcox,80,Wilcox|80,43.2,43.4,53.9,3,True
6B-13mm | 7/8-lo,13,slide,Wilcox,90,Wilcox|90,43.2,43.4,53.9,3,True
6B-13mm | 7/8-lo,13,slide,Midway,0,Midway|0,43.2,43.4,43.4,3,True
6B-13mm | 7/8-lo,13,slide,Midway,10,Midway|10,34.0,34.0,34.0,1,False
6B-13mm | 7/8-lo,13,slide,Midway,20,Midway|20,34.0,34.0,34.0,1,False
6B-13mm | 7/8-lo,13,slide,Midway,30,Midway|30,34.0,34.0,36.4,1,False
6B-13mm | 7/8-lo,13,slide,Midway,40,Midway|40,36.4,36.4,51.4,3,True
6B-13mm | 7/8-lo,13,slide,Midway,50,Midway|50,39.1,51.4,55.0,3,True
6B-13mm | 7/8-lo,13,slide,Midway,70,Midway|70,39.1,51.4,51.4,3,True
6B-13mm | 7/8-lo,13,slide,Midway,80,Midway|80,31.1,31.1,31.1,1,False
6B-13mm | 7/8-lo,13,slide,Midway,90,Midway|90,31.1,31.1,31.1,1,False
6B-13mm | 7/8-lo,13,slide,Escondido,0,Escondido|0,32.4,32.4,36.8,2,False
6B-13mm | 7/8-lo,13,slide,Escondido,10,Escondido|10,32.4,32.4,36.8,3,True
6B-13mm | 7/8-lo,13,slide,Escondido,20,Escondido|20,26.1,26.1,26.1,3,True
6B-13mm | 7/8-lo,13,slide,Escondido,30,Escondido|30,26.1,26.1,26.1,2,False
6B-13mm | 7/8-lo,13,slide,Escondido,40,Escondido|40,26.1,31.7,31.7,2,False
6B-13mm | 7/8-lo,13,slide,Escondido,50,Escondido|50,24.0,34.8,34.8,3,True
6B-13mm | 7/8-lo,13,slide,Escondido,60,Escondido|60,24.0,37.5,37.5,3,True
6B-13mm | 7/8-lo,13,slide,Escondido,70,Escondido|70,26.1,45.0,45.0,3,True
6B-13mm | 7/8-lo,13,slide,Escondido,80,Escondido|80,28.2,45.0,45.0,3,True
6B-13mm | 7/8-lo,13,slide,Escondido,90,Escondido|90,28.2,33.0,33.0,2,False
6B-13mm | 7/8-lo,13,slide,Olmos,0,Olmos|0,24.7,24.7,24.7,2,False
6B-13mm | 7/8-lo,13,slide,Olmos,50,Olmos|50,18.4,18.4,23.8,2,False
6B-13mm | 7/8-lo,13,slide,Olmos,60,Olmos|60,15.5,15.5,23.8,3,True
6B-13mm | 7/8-lo,13,slide,Olmos,70,Olmos|70,15.5,15.5,23.8,3,True
6B-13mm | 7/8-lo,13,slide,Olmos,80,Olmos|80,15.5,27.4,40.4,3,True
6B-13mm | 7/8-lo,13,slide,Olmos,90,Olmos|90,20.2,27.4,40.4,4,True
6B-13mm | 7/8-lo,13,slide,Hazard,0,Hazard|0,20.2,22.6,22.6,3,True
6B-13mm | 7/8-lo,13,slide,Hazard,10,Hazard|10,21.6,22.1,22.1,1,False
6B-13mm | 7/8-lo,13,slide,Hazard,20,Hazard|20,21.6,21.6,21.6,1,False
6B-13mm | 7/8-lo,13,slide,Hazard,30,Hazard|30,21.7,21.9,22.0,3,True
6B-13mm | 7/8-lo,13,slide,Hazard,40,Hazard|40,21.7,21.9,22.0,2,False
6B-13mm | 7/8-lo,13,slide,Hazard,50,Hazard|50,21.7,21.9,22.0,2,False
6B-13mm | 7/8-lo,13,slide,Hazard,60,Hazard|60,17.2,17.6,17.6,3,True
6B-13mm | 7/8-lo,13,slide,Hazard,70,Hazard|70,17.2,17.6,17.6,1,False
6B-13mm | 7/8-lo,13,slide,Hazard,80,Hazard|80,21.4,21.4,21.4,1,False
6B-13mm | 7/8-lo,13,slide,Hazard,90,Hazard|90,225.0,225.0,225.0,1,False
6B-13mm | 7/8-lo,13,slide,San Miguel,0,San Miguel|0,234.5,234.5,234.5,1,False
6B-13mm | 7/8-lo,13,slide,San Miguel,30,San Miguel|30,225.0,225.0,225.0,1,False
6B-13mm | 7/8-lo,13,slide,San Miguel,50,San Miguel|50,32.1,32.1,32.1,2,False
6B-13mm | 7/8-lo,13,slide,San Miguel,60,San Miguel|60,25.9,25.9,25.9,2,False
6B-13mm | 7/8-lo,13,slide,San Miguel,70,San Miguel|70,32.1,32.1,32.1,2,False
6B-13mm | 7/8-lo,13,slide,Austin Chalk,70,Austin Chalk|70,81.0,81.0,81.0,1,False
6B-13mm | 7/8-lo,13,slide,Austin Chalk,80,Austin Chalk|80,90.0,90.0,90.0,1,False
6B-13mm | 7/8-lo,13,slide,Austin Chalk,90,Austin Chalk|90,120.0,120.0,120.0,1,False
6B-13mm | 7/8-lo,13,slide,Anacacho,0,Anacacho|0,90.0,90.0,90.0,1,False
6B-13mm | 7/8-lo,13,slide,Anacacho,50,Anacacho|50,50.0,50.0,50.0,1,False
6B-13mm | 7/8-lo,13,slide,Anacacho,60,Anacacho|60,33.2,42.9,50.0,1,False
6B-13mm | 7/8-lo,13,slide,Anacacho,70,Anacacho|70,36.1,42.9,72.7,3,True
6B-13mm | 7/8-lo,13,slide,Anacacho,80,Anacacho|80,33.2,36.4,72.7,3,True
6B-13mm | 7/8-lo,13,slide,Anacacho,90,Anacacho|90,36.1,36.4,72.7,3,True
6B-13mm | 7/8-lo,13,slide,Eagle Ford,90,Eagle Ford|90,50.7,70.6,117.9,1,False
6B-13mm | 7/8-lo,13,slide,Buda,0,Buda|0,50.7,70.6,118.4,6,True
6B-13mm | 7/8-lo,13,slide,Buda,10,Buda|10,47.6,70.6,118.4,7,True
6B-13mm | 7/8-lo,13,slide,Buda,20,Buda|20,47.6,105.9,139.3,7,True
6B-13mm | 7/8-lo,13,slide,Buda,30,Buda|30,56.6,105.9,139.3,6,True
6B-13mm | 7/8-lo,13,slide,Buda,40,Buda|40,56.6,74.3,117.2,6,True
6B-13mm | 7/8-lo,13,slide,Buda,50,Buda|50,33.6,43.9,73.8,5,True
6B-13mm | 7/8-lo,13,slide,Buda,60,Buda|60,26.0,33.6,73.8,4,True
6B-13mm | 7/8-lo,13,slide,Buda,70,Buda|70,26.0,33.6,91.4,4,True
6B-13mm | 7/8-lo,13,slide,Buda,80,Buda|80,19.7,76.6,130.9,3,True
6B-13mm | 7/8-lo,13,slide,Buda,90,Buda|90,31.5,98.3,132.9,6,True
6B-13mm | 5/6-mid,14,rotary,Wilcox,0,Wilcox|0,175.1,205.8,236.6,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,10,Wilcox|10,143.4,202.8,262.1,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,20,Wilcox|20,143.4,236.2,273.2,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,30,Wilcox|30,143.4,236.2,335.2,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,40,Wilcox|40,263.7,308.6,349.7,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,50,Wilcox|50,267.4,318.4,351.7,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,60,Wilcox|60,267.4,310.0,351.7,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,70,Wilcox|70,254.0,310.0,351.7,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,80,Wilcox|80,238.5,292.5,366.0,2,False
6B-13mm | 5/6-mid,14,rotary,Wilcox,90,Wilcox|90,199.6,285.7,368.0,2,False
6B-13mm | 5/6-mid,14,rotary,Escondido,0,Escondido|0,199.6,285.7,377.1,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,10,Escondido|10,272.0,400.0,400.0,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,20,Escondido|20,272.0,400.0,400.0,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,30,Escondido|30,265.7,360.0,400.0,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,40,Escondido|40,264.0,360.0,392.0,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,50,Escondido|50,264.0,360.0,392.0,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,60,Escondido|60,264.0,360.0,392.0,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,70,Escondido|70,216.0,360.0,392.0,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,80,Escondido|80,170.0,360.0,392.0,3,True
6B-13mm | 5/6-mid,14,rotary,Escondido,90,Escondido|90,145.8,360.0,360.0,3,True
6B-13mm | 5/6-mid,14,rotary,Olmos,0,Olmos|0,145.8,180.9,215.4,2,False
6B-13mm | 5/6-mid,14,rotary,Olmos,10,Olmos|10,156.2,180.9,215.4,2,False
6B-13mm | 5/6-mid,14,rotary,Olmos,20,Olmos|20,400.0,400.0,400.0,1,False
6B-13mm | 5/6-mid,14,rotary,Olmos,30,Olmos|30,450.0,450.0,450.0,1,False
6B-13mm | 5/6-mid,14,rotary,Olmos,40,Olmos|40,450.0,450.0,450.0,1,False
6B-13mm | 5/6-mid,14,rotary,Olmos,50,Olmos|50,450.0,450.0,450.0,1,False
6B-13mm | 5/6-mid,14,rotary,Olmos,60,Olmos|60,450.0,450.0,450.0,1,False
6B-13mm | 5/6-mid,14,rotary,Olmos,70,Olmos|70,360.0,360.0,360.0,1,False
6B-13mm | 5/6-mid,14,rotary,Olmos,80,Olmos|80,360.0,360.0,360.0,1,False
6B-13mm | 5/6-mid,14,rotary,Olmos,90,Olmos|90,327.3,327.3,327.3,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,0,Hazard|0,300.0,300.0,300.0,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,10,Hazard|10,300.0,300.0,300.0,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,20,Hazard|20,327.3,327.3,327.3,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,30,Hazard|30,360.0,360.0,360.0,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,40,Hazard|40,360.0,360.0,360.0,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,50,Hazard|50,360.0,360.0,360.0,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,60,Hazard|60,300.0,300.0,300.0,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,70,Hazard|70,257.1,257.1,257.1,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,80,Hazard|80,240.0,240.0,240.0,1,False
6B-13mm | 5/6-mid,14,rotary,Hazard,90,Hazard|90,189.5,189.5,189.5,1,False
6B-13mm | 5/6-mid,14,rotary,San Miguel,10,San Miguel|10,80.9,80.9,80.9,1,False
6B-13mm | 5/6-mid,14,rotary,San Miguel,20,San Miguel|20,80.9,80.9,80.9,1,False
6B-13mm | 5/6-mid,14,rotary,San Miguel,30,San Miguel|30,110.8,110.8,110.8,1,False
6B-13mm | 5/6-mid,14,rotary,San Miguel,40,San Miguel|40,120.0,120.0,120.0,1,False
6B-13mm | 5/6-mid,14,rotary,San Miguel,50,San Miguel|50,144.0,144.0,144.0,1,False
6B-13mm | 5/6-mid,14,rotary,San Miguel,60,San Miguel|60,163.6,163.6,163.6,1,False
6B-13mm | 5/6-mid,14,rotary,San Miguel,70,San Miguel|70,144.0,163.6,163.6,1,False
6B-13mm | 5/6-mid,14,rotary,San Miguel,80,San Miguel|80,163.6,221.7,370.0,4,True
6B-13mm | 5/6-mid,14,rotary,San Miguel,90,San Miguel|90,200.0,250.0,370.0,4,True
6B-13mm | 5/6-mid,14,rotary,Anacacho,0,Anacacho|0,200.0,250.0,357.1,4,True
6B-13mm | 5/6-mid,14,rotary,Anacacho,10,Anacacho|10,211.8,211.8,218.2,2,False
6B-13mm | 5/6-mid,14,rotary,Anacacho,20,Anacacho|20,211.8,211.8,218.2,1,False
6B-13mm | 5/6-mid,14,rotary,Anacacho,30,Anacacho|30,211.8,211.8,211.8,1,False
6B-13mm | 5/6-mid,14,rotary,Anacacho,40,Anacacho|40,225.0,225.0,225.0,1,False
6B-13mm | 5/6-mid,14,rotary,Anacacho,50,Anacacho|50,200.0,200.0,200.0,1,False
6B-13mm | 5/6-mid,14,rotary,Anacacho,60,Anacacho|60,200.0,200.0,200.0,1,False
6B-13mm | 5/6-mid,14,rotary,Buda,0,Buda|0,99.7,138.5,147.7,3,True
6B-13mm | 5/6-mid,14,rotary,Buda,10,Buda|10,92.6,102.9,145.8,3,True
6B-13mm | 5/6-mid,14,rotary,Buda,20,Buda|20,78.3,124.1,147.7,4,True
6B-13mm | 5/6-mid,14,rotary,Buda,30,Buda|30,78.3,124.1,204.5,6,True
6B-13mm | 5/6-mid,14,rotary,Buda,40,Buda|40,97.0,131.2,204.6,8,True
6B-13mm | 5/6-mid,14,rotary,Buda,50,Buda|50,108.6,142.6,204.6,8,True
6B-13mm | 5/6-mid,14,rotary,Buda,60,Buda|60,112.7,225.0,256.1,5,True
6B-13mm | 5/6-mid,14,rotary,Buda,70,Buda|70,112.7,225.0,300.0,6,True
6B-13mm | 5/6-mid,14,rotary,Buda,80,Buda|80,118.1,250.9,327.3,8,True
6B-13mm | 5/6-mid,14,rotary,Buda,90,Buda|90,128.1,207.4,330.0,6,True
6B-13mm | 5/6-mid,14,slide,Wilcox,10,Wilcox|10,148.4,148.4,148.4,1,False
6B-13mm | 5/6-mid,14,slide,Wilcox,20,Wilcox|20,133.3,133.3,133.3,1,False
6B-13mm | 5/6-mid,14,slide,Wilcox,30,Wilcox|30,72.3,133.3,133.3,2,False
6B-13mm | 5/6-mid,14,slide,Wilcox,40,Wilcox|40,72.3,146.9,204.0,2,False
6B-13mm | 5/6-mid,14,slide,Wilcox,50,Wilcox|50,141.4,172.7,204.0,2,False
6B-13mm | 5/6-mid,14,slide,Wilcox,60,Wilcox|60,189.5,189.5,204.0,1,False
6B-13mm | 5/6-mid,14,slide,Wilcox,90,Wilcox|90,189.5,189.5,189.5,1,False
6B-13mm | 5/6-mid,14,slide,Escondido,0,Escondido|0,129.4,174.9,220.4,2,False
6B-13mm | 5/6-mid,14,slide,Escondido,10,Escondido|10,89.1,102.8,116.6,2,False
6B-13mm | 5/6-mid,14,slide,Escondido,20,Escondido|20,93.4,115.9,138.4,2,False
6B-13mm | 5/6-mid,14,slide,Escondido,30,Escondido|30,93.4,114.3,114.3,2,False
6B-13mm | 5/6-mid,14,slide,Escondido,40,Escondido|40,93.4,114.3,114.3,1,False
6B-13mm | 5/6-mid,14,slide,Escondido,50,Escondido|50,110.1,114.3,114.3,3,True
6B-13mm | 5/6-mid,14,slide,Escondido,60,Escondido|60,110.1,133.3,133.3,2,False
6B-13mm | 5/6-mid,14,slide,Escondido,70,Escondido|70,114.5,136.3,158.2,1,False
6B-13mm | 5/6-mid,14,slide,Escondido,80,Escondido|80,133.3,136.3,158.2,2,False
6B-13mm | 5/6-mid,14,slide,Escondido,90,Escondido|90,114.5,136.3,158.2,1,False
6B-13mm | 5/6-mid,14,slide,Olmos,0,Olmos|0,167.5,167.5,167.5,1,False
6B-13mm | 5/6-mid,14,slide,Olmos,30,Olmos|30,114.2,114.2,114.2,1,False
6B-13mm | 5/6-mid,14,slide,Olmos,70,Olmos|70,167.5,167.5,167.5,1,False
6B-13mm | 5/6-mid,14,slide,Olmos,80,Olmos|80,92.3,92.3,92.3,1,False
6B-13mm | 5/6-mid,14,slide,Olmos,90,Olmos|90,66.7,66.7,66.7,1,False
6B-13mm | 5/6-mid,14,slide,Hazard,0,Hazard|0,64.9,64.9,64.9,1,False
6B-13mm | 5/6-mid,14,slide,Hazard,10,Hazard|10,64.9,64.9,64.9,1,False
6B-13mm | 5/6-mid,14,slide,Hazard,20,Hazard|20,86.8,86.8,86.8,1,False
6B-13mm | 5/6-mid,14,slide,Hazard,30,Hazard|30,86.8,86.8,86.8,1,False
6B-13mm | 5/6-mid,14,slide,Hazard,70,Hazard|70,65.5,65.5,65.5,1,False
6B-13mm | 5/6-mid,14,slide,Hazard,90,Hazard|90,64.3,64.3,64.3,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,0,San Miguel|0,46.2,46.2,46.2,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,10,San Miguel|10,46.2,46.2,46.2,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,20,San Miguel|20,77.4,77.4,77.4,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,30,San Miguel|30,97.3,97.3,97.3,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,40,San Miguel|40,97.3,97.3,97.3,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,50,San Miguel|50,94.8,94.8,94.8,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,60,San Miguel|60,90.0,90.0,90.0,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,70,San Miguel|70,66.7,66.7,94.8,1,False
6B-13mm | 5/6-mid,14,slide,San Miguel,80,San Miguel|80,41.9,45.0,73.0,4,True
6B-13mm | 5/6-mid,14,slide,San Miguel,90,San Miguel|90,37.0,43.9,73.0,4,True
6B-13mm | 5/6-mid,14,slide,Anacacho,0,Anacacho|0,37.0,43.9,58.5,3,True
6B-13mm | 5/6-mid,14,slide,Anacacho,10,Anacacho|10,37.0,43.9,58.5,2,False
6B-13mm | 5/6-mid,14,slide,Anacacho,20,Anacacho|20,65.5,65.5,65.5,1,False
6B-13mm | 5/6-mid,14,slide,Anacacho,40,Anacacho|40,90.0,90.0,90.0,1,False
6B-13mm | 5/6-mid,14,slide,Anacacho,50,Anacacho|50,90.0,90.0,90.0,1,False
6B-13mm | 5/6-mid,14,slide,Anacacho,60,Anacacho|60,90.0,90.0,90.0,1,False
6B-13mm | 5/6-mid,14,slide,Anacacho,70,Anacacho|70,66.7,66.7,66.7,1,False
6B-13mm | 5/6-mid,14,slide,Anacacho,80,Anacacho|80,66.7,66.7,66.7,1,False
6B-13mm | 5/6-mid,14,slide,Anacacho,90,Anacacho|90,60.5,64.3,64.3,1,False
6B-13mm | 5/6-mid,14,slide,Buda,0,Buda|0,59.5,64.3,64.3,3,True
6B-13mm | 5/6-mid,14,slide,Buda,10,Buda|10,59.5,73.5,89.2,4,True
6B-13mm | 5/6-mid,14,slide,Buda,20,Buda|20,59.5,80.0,92.3,5,True
6B-13mm | 5/6-mid,14,slide,Buda,30,Buda|30,68.4,80.0,97.3,5,True
6B-13mm | 5/6-mid,14,slide,Buda,40,Buda|40,68.4,80.0,100.7,4,True
6B-13mm | 5/6-mid,14,slide,Buda,50,Buda|50,63.2,77.8,97.3,8,True
6B-13mm | 5/6-mid,14,slide,Buda,60,Buda|60,53.8,76.6,99.0,8,True
6B-13mm | 5/6-mid,14,slide,Buda,70,Buda|70,51.1,69.9,99.0,8,True
6B-13mm | 5/6-mid,14,slide,Buda,80,Buda|80,40.5,69.1,99.0,9,True
6B-13mm | 5/6-mid,14,slide,Buda,90,Buda|90,40.4,57.0,106.2,6,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,0,Wilcox|0,186.5,313.6,395.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,10,Wilcox|10,171.8,327.3,400.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,20,Wilcox|20,201.2,327.3,430.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,30,Wilcox|30,162.2,360.0,400.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,40,Wilcox|40,219.4,360.0,420.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,50,Wilcox|50,207.3,360.0,400.0,17,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,60,Wilcox|60,288.4,390.0,420.0,17,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,70,Wilcox|70,288.4,390.0,400.0,16,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,80,Wilcox|80,288.4,360.0,425.0,16,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,90,Wilcox|90,276.1,360.0,415.0,16,True
6B-16mm | 6/7-lo,17,rotary,Midway,0,Midway|0,270.0,360.0,425.0,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,10,Midway|10,270.0,360.0,432.5,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,20,Midway|20,266.9,360.0,432.5,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,30,Midway|30,219.1,344.2,432.5,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,40,Midway|40,211.4,344.2,432.5,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,50,Midway|50,196.8,344.2,450.0,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,60,Midway|60,191.6,330.0,450.0,7,True
6B-16mm | 6/7-lo,17,rotary,Midway,70,Midway|70,191.6,360.0,425.0,6,True
6B-16mm | 6/7-lo,17,rotary,Midway,80,Midway|80,193.3,350.0,425.0,6,True
6B-16mm | 6/7-lo,17,rotary,Midway,90,Midway|90,193.3,350.0,425.0,6,True
6B-16mm | 6/7-lo,17,rotary,Escondido,0,Escondido|0,193.3,350.0,400.0,10,True
6B-16mm | 6/7-lo,17,rotary,Escondido,10,Escondido|10,241.6,338.4,396.0,7,True
6B-16mm | 6/7-lo,17,rotary,Escondido,20,Escondido|20,261.4,338.4,387.7,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,30,Escondido|30,261.4,278.6,295.7,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,40,Escondido|40,261.4,278.6,295.7,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,50,Escondido|50,302.7,313.6,324.6,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,60,Escondido|60,315.0,320.5,325.9,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,70,Escondido|70,315.0,320.5,325.9,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,80,Escondido|80,315.0,320.5,337.2,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,90,Escondido|90,126.4,266.4,337.2,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,0,Olmos|0,126.4,266.4,392.7,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,10,Olmos|10,334.6,363.6,396.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,20,Olmos|20,364.0,380.0,396.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,30,Olmos|30,364.5,382.5,400.5,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,40,Olmos|40,405.0,425.0,445.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,50,Olmos|50,405.0,425.0,445.0,2,False
