asset_id,well_name,bha_number,equiv_bha_key,has_agitator,curve_type,bin_start_ft,bin_axis,median_rop,foot_count
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,2400,distance_from_run_start,327.3,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,2500,distance_from_run_start,360.0,93
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,2600,distance_from_run_start,400.0,74
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,2700,distance_from_run_start,360.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,2800,distance_from_run_start,327.3,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,2900,distance_from_run_start,360.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3000,distance_from_run_start,360.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3100,distance_from_run_start,360.0,78
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3200,distance_from_run_start,360.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3300,distance_from_run_start,360.0,88
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3400,distance_from_run_start,360.0,94
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3500,distance_from_run_start,400.0,77
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3600,distance_from_run_start,360.0,98
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3700,distance_from_run_start,360.0,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3800,distance_from_run_start,360.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,3900,distance_from_run_start,400.0,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4000,distance_from_run_start,400.0,82
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4100,distance_from_run_start,400.0,96
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4200,distance_from_run_start,400.0,98
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4300,distance_from_run_start,257.1,49
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4400,distance_from_run_start,360.0,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4500,distance_from_run_start,327.3,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4600,distance_from_run_start,360.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4700,distance_from_run_start,327.3,90
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4800,distance_from_run_start,360.0,87
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,4900,distance_from_run_start,360.0,61
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5000,distance_from_run_start,400.0,100
