asset_id,well_name,bha_number,equiv_bha_key,has_agitator,curve_type,formation_name,formation_segment,formation_bin_key,median_rop,foot_count
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,10,Escondido|10,300.0,138
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,20,Escondido|20,400.0,200
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,30,Escondido|30,327.3,222
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,40,Escondido|40,300.0,266
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,50,Escondido|50,360.0,217
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,60,Escondido|60,400.0,180
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,70,Escondido|70,400.0,234
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,80,Escondido|80,360.0,233
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Escondido,90,Escondido|90,327.3,240
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,0,Hazard|0,327.3,39
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,10,Hazard|10,327.3,41
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,20,Hazard|20,327.3,8
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,30,Hazard|30,360.0,40
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,40,Hazard|40,327.3,40
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,50,Hazard|50,327.3,41
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,60,Hazard|60,327.3,41
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,70,Hazard|70,360.0,40
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,80,Hazard|80,400.0,40
58582692,SSS-Burkholder M Unit E 5H,2,6B-16mm | 7/8-lo,False,rotary,Hazard,90,Hazard|90,400.0,40
